skill_id:ID,skill_name,aliases[],:LABEL
7486,operations capabilities function,operations capabilities function,SKILL
7487,kiva,kiva,SKILL
7488,beautybar.com,beautybar.com,SKILL
7489,us!key responsibilities head,us!key responsibilities head,SKILL
7490,+ development,+ development,SKILL
7491,wag.com,wag.com,SKILL
7492,offer,offer,SKILL
7493,development lead,development lead,SKILL
7494,microsoft officepmp / prince ii,microsoft officepmp / prince ii,SKILL
7495,prince ii,prince ii,SKILL
7496,new innovations,new innovations,SKILL
7497,a residency management applications,a residency management applications,SKILL
7498,myc,myc,SKILL
7499,javascript es6,javascript es6;javascript es,SKILL
7500,hiper swap,hiper swap,SKILL
7501,global mirroring,global mirroring,SKILL
7502,metro mirror,metro mirror,SKILL
7503,gdps,gdps,SKILL
7504,object oriented,objectoriented;object oriented,SKILL
7505,financial institution,financial institution,SKILL
7506,japanese english network admin  ,japanese english network admin  ,SKILL
7507,analog digital hardware design,analog digital hardware design,SKILL
7508,prototype usability testing,prototype usability testing,SKILL
7509,object oriented programming  programming,c.  object oriented programming;object oriented programming;object oriented programming  programming;objectoriented programming,SKILL
7510,unica,unica,SKILL
7511,ibm unica,ibm unica,SKILL
7512,bw and or business objects,bw and or business objects,SKILL
7513,servicemix,servicemix,SKILL
7514,product manager spc4,product manager;product manager spc4,SKILL
7515,restful developer,restful developer,SKILL
7516,ui ux html5 angular json,ui ux html5 angular json,SKILL
7517,sybae oracle backend,sybae oracle backend,SKILL
7518,pbm business  systems knowledge,pbm business  systems knowledge,SKILL
7519,credentialiing,credentialing;credentialiing,SKILL
7520,hands on pm,hands on pm,SKILL
7521,ftf,ftf,SKILL
7522,life sciences healthcare pharma,life sciences healthcare pharma,SKILL
7523,order subsystems,order subsystems,SKILL
7524,catalog,catalog,SKILL
7525,member,member,SKILL
7526,guidewire billingcenter,guidewire billingcenter,SKILL
7527,load balancer,load balancer,SKILL
7528,arista,arista,SKILL
7529,architectures,architectures;architecture,SKILL
7530,asr,asr,SKILL
7531,application integration,application integration,SKILL
7532,application monitoring and manag,application monitoring and manag,SKILL
7533,design deployment and testing,design deployment and testing,SKILL
7534,product certification,product certification,SKILL
7535,realtime event driven systems,realtime event driven systems,SKILL
7536,java scripts,javascripts;java scripts,SKILL
7537,iee,iee;ieee,SKILL
7538,teradata sql,teradata sql,SKILL
7539,json files,json files,SKILL
7540,agile methodology,agile methodology,SKILL
7541,database migration and upgrades,database migration and upgrades,SKILL
7542,ms sql server 2014,ms sql server 2014,SKILL
7543,mstr expert 5 years exper,mstr expert 5 years exper,SKILL
7544,talen  spark,talen  spark,SKILL
7545,bigdata 3years,bigdata 3years,SKILL
7546,spark and mstr,spark and mstr,SKILL
7547,expertise etl using hive,expertise etl using hive,SKILL
7548,talen,talen,SKILL
7549,execute test protocols,execute test protocols,SKILL
7550,emulators debuggers,emulators debuggers,SKILL
7551,write review requirements,write review requirements,SKILL
7552,electronic test equipment,electronic test equipment,SKILL
7553,enterprise control,enterprise control,SKILL
7554,multitasking,multitasking,SKILL
7555,imaging,imaging,SKILL
7556,new computer setup,new computer setup,SKILL
7557,customer interaction skills,customer interaction skills,SKILL
7558,software applications,software applications,SKILL
7559,92 vignette portal 73,92 vignette portal 73,SKILL
7560,etc bea weblogic 81,etc bea weblogic 81,SKILL
7561,xsl python or java ant,xsl python or java ant,SKILL
7562,nxos,nxos,SKILL
7563,expeditor,expeditor,SKILL
7564,cobol w db2 programming,cobol programming;cobol w db2 programming,SKILL
7565,calc scripts,calc scripts,SKILL
7566,load rules and batch scripting,load rules and batch scripting,SKILL
7567,essbase partitioning,essbase partitioning,SKILL
7568,peoplesoft hr  custom data warehouses,peoplesoft hr  custom data warehouses,SKILL
7569,aso and bso cubes,aso and bso cubes,SKILL
7570,hyperion calculation rules,hyperion calculation rules,SKILL
7571,predictive modelling,predictive modelling,SKILL
7572,r perl python,r perl python,SKILL
7573,quantitative modelling,quantitative formal modeling;quantitative modelling,SKILL
7574,litigation support,litigation support,SKILL
7575,ipro products,ipro products,SKILL
7576,oracle databases,oracle databases;oracle database,SKILL
7577,database concepts,database concepts,SKILL
7578,dwh methodologies,dwh methodologies,SKILL
7579,the agile delivery leader,the agile delivery leader,SKILL
7580,project managerssecures,project managerssecures;project managers,SKILL
7581,agile and lean community,agile and lean community,SKILL
7582,nihaki systems,nihaki systems,SKILL
7583,the product manager & it delivery owners,the product manager & it delivery owners,SKILL
7584,project managersensure,project managersensure;project managers,SKILL
7585,doe,doe,SKILL
7586,agile community of practice,agile community of practice;community of practice,SKILL
7587,stakeholder,stakeholder,SKILL
7588,njbill,njbill,SKILL
7589,key responsibilities,key responsibilities,SKILL
7590,greetings,greetings,SKILL
7591,the scaled agile framework,the scaled agile framework;scaled agile framework,SKILL
7592,kindly,kindly,SKILL
7593,value stream,value stream,SKILL
7594,rtes/scrum masters,rtes/scrum masters,SKILL
7595,scrum teams,scrum teams,SKILL
7596,rtes,rtes,SKILL
7597,release trains,release trains,SKILL
7598,"statement of work, business vision document)work","statement of work, business vision document)work",SKILL
7599,mysql or sqlite,mysql or sqlite,SKILL
7600,hdfs and apache,hdfs and apache,SKILL
7601,postrgresql,postrgresql;postgresql,SKILL
7602,rest service design,rest service design,SKILL
7603,application architect,application architect,SKILL
7604,amazon redshift,amazon redshift,SKILL
7605,sap sd integration fi co,sap sd integration fi co,SKILL
7606,global sap experience,global sap experience,SKILL
7607,sap sd implementation,sap sd implementation,SKILL
7608,open source ca,open source;open source ca,SKILL
7609,certification authorities ca,certification authorities ca,SKILL
7610,apex apis,apex apis,SKILL
7611,apex web services,apex web services,SKILL
7612,eg kerberos,eg kerberos,SKILL
7613,pf,pf,SKILL
7614,cisco pix asa,cisco pix asa,SKILL
7615,ldap ssl,ldap ssl,SKILL
7616,ipsec,ipsec,SKILL
7617,unix linux ccsp ccsk cissp,unix linux ccsp ccsk cissp,SKILL
7618,iptables dns,iptables dns,SKILL
7619,f#,f#,SKILL
7620,sdlc software development life cycle,the software development lifecycle;sdlc software development life cycle,SKILL
7621,ocaml,ocaml,SKILL
7622,angularjsor,angularjsor,SKILL
7623,haskell,haskell,SKILL
7624,spss,spss,SKILL
7625,logicaland physical,logicaland physical,SKILL
7626,"java, ruby,python","java, ruby,python",SKILL
7627,db2 installation,db2 installation,SKILL
7628,java programmer,java programmer,SKILL
7629,senior java developer,senior java developer,SKILL
7630,ibm blade,ibm blade,SKILL
7631,linux systems administrator,linux systems administrator,SKILL
7632,cloud servicesaws,cloud servicesaws,SKILL
7633,oracle tivoli,oracle tivoli,SKILL
7634,sql server or oracle,sql server or oracle,SKILL
7635,certified scrum master,certified scrum master,SKILL
7636,junior project manager,junior project manager,SKILL
7637,services testing,services testing,SKILL
7638,postman,postman,SKILL
7639,qa automation,qa automation,SKILL
7640,visual c#,visual c#,SKILL
7641,microsoft 7,microsoft 7,SKILL
7642,harp,harp,SKILL
7643,oncology,oncology,SKILL
7644,gsk,gsk,SKILL
7645,hp quality center,hp quality center,SKILL
7646,active links and filters,active links and filters,SKILL
7647,forms,forms,SKILL
7648,and reports,and reports,SKILL
7649,portlets,portlets,SKILL
7650,clarity implementation,clarity implementation,SKILL
7651,workflows,workflows,SKILL
7652,ios management,ios management,SKILL
7653,computer science mobile,computer science;computer science mobile,SKILL
7654,windows server administration,windows server administration,SKILL
7655,xpression compuset,xpression compuset,SKILL
7656,xpression xdesign,xpression xdesign,SKILL
7657,xpression 41,xpression 41,SKILL
7658,amazon webservice,amazon webservice,SKILL
7659,real time,real time,SKILL
7660,class loaders,class loaders,SKILL
7661,amazon web service,aws amazon web service;amazon web services;amazon web services aws;amazon web service;amazon web services s,SKILL
7662,archive server,archive server,SKILL
7663,otds,otds,SKILL
7664,agile practices,agile practices,SKILL
7665,selenium automation,selenium automation,SKILL
7666,ambulatory analyst,ambulatory analyst,SKILL
7667,omnichannel integration,omnichannel integration,SKILL
7668,security testing,security testing,SKILL
7669,hp alm uft,hp alm uft,SKILL
